Type	Primary content	Secondary content	Additional content	Inclusion condition	Answer type	Varible name	Variable label	Answers	extra param
subquestion					number	a30b5	alcohol_volume_friday	Antal genstande____	99
subquestion					number	a30b6	alcohol_volume_saturday	Antal genstande____	99
subquestion					number	a30b7	alcohol_volume_sunday	Antal genstande____	99
question		"Tænk tilbage på <u>de sidste 30 dage</u>. Ved hvor mange lejligheder (fester, hyggeaftener, familiesammenkomster eller lign.) har du…?"		alcohol_debut != 'Jeg har aldrig drukket alkohol'	grid	a30c	alcohol	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
subquestion		Drukket alkohol i weekenden		alcohol_debut != 'Jeg har aldrig drukket alkohol'	radio	a30c1	alcohol_weekend	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
subquestion		Drukket dig meget fuld		alcohol_debut != 'Jeg har aldrig drukket alkohol'	radio	a30c2	alcohol_very_drunk	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
subquestion		"Drukket dig fuld på en hverdagsaften/dag, hvor du skulle i skole eller på dit fuldtidsjob dagen efter"		alcohol_debut != 'Jeg har aldrig drukket alkohol'	radio	a30c3	alcohol_everyday	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
subquestion		Drukket mere end 5 genstande på en dag/aften		alcohol_debut != 'Jeg har aldrig drukket alkohol'	radio	a30c4	alcohol_binge5	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
subquestion		Drukket mere end 10 genstande på en dag/aften		alcohol_debut != 'Jeg har aldrig drukket alkohol'	radio	a30c5	alcohol_binge10	0 gange; 1 gange; 2 gange; 3 gange; 4-5 gange; 6+ gange	
question		"Indenfor <u>den sidste måned</u>, hvor mange timer om ugen har du været fysisk aktiv? Udover sport og motion, medregn også hus- og havearbejde, gå- og cykelture – også til og fra uddannelse og arbejde."			radio	a31	physical_activity	Ingen; Ca. ½ time om ugen; Ca. 1-2 timer om ugen; Ca. 3-4 timer om ugen; Ca. 5-6 timer om ugen; 7 timer om ugen eller mere	
question		Har du nogensinde prøvet ét eller flere af følgende stoffer?			grid	a32	drugs	"Nej; Ja, inden for den seneste måned; Ja, men ikke inden for den seneste måned"	
subquestion		Hash eller pot (marihuana)			radio	a32a	drugs_marihuana	"Nej; Ja, inden for den seneste måned; Ja, men ikke inden for den seneste måned"	
subquestion		"Andre stoffer (f.eks. kokain, amfetamin, ecstasy, svampe)"			radio	a32b	drugs_other	"Nej; Ja, inden for den seneste måned; Ja, men ikke inden for den seneste måned"	
question		Hvor mange gange har du røget hash eller pot (marihuana)?		"drugs_marihuana == 'Ja, inden for den seneste måned' | 'Ja, men ikke inden for den seneste måned'"	grid	a32a	drugs_marihuana_freq	1-2; 3-5; 6-9; 10-19; 20-39; 40 eller flere gange	
subquestion		I hele dit liv		"drugs_marihuana== 'Ja, inden for den seneste måned' | 'Ja, men ikke inden for den seneste måned'"	radio	a32a1	drugs_life	1-2; 3-5; 6-9; 10-19; 20-39; 40 eller flere gange	
subquestion		I de sidste 12 måneder		"drugs_marihuana== 'Ja, inden for den seneste måned' | 'Ja, men ikke inden for den seneste måned'"	radio	a32a2	drugs_12months	1-2; 3-5; 6-9; 10-19; 20-39; 40 eller flere gange	
subquestion		I de sidste 30 dage		"drugs_marihuana== 'Ja, inden for den seneste måned'"	radio	a32a3	drugs_30days	1-2; 3-5; 6-9; 10-19; 20-39; 40 eller flere gange	
question		Har du inden for de <u>sidste 14 dage</u> taget piller eller medicin..?			grid	a33	medicine	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		mod hovedpine			radio	a33a	medicine_headache	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		mod smerte andre steder			radio	a33b	medicine_pain	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		mod søvnproblemer			radio	a33c	medicine_sleep	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		mod nedtrykthed			radio	a33d	medicine_depressed	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		mod nervøsitet			radio	a33e	medicine_nervous	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		der fremmer din koncentrationsevne			radio	a33f	medicine_koncentration	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
subquestion		der fremmer din fysiske præstation			radio	a33g	medicine_physical	"ja, flere gange dagligt; ja, 1 gang dagligt; ja, 2-6 gange om ugen; ja, 1 gang om ugen; ja, sjældnere; nej, slet ikke"	
question					grid	a34	sleep	Hver nat eller næsten hver nat; Flere gange om ugen; Flere gange om måneden; Flere gange om året; Aldrig	
subquestion		Hvor tit sover du dårligt og uroligt?			radio	a34a	sleep_uncalm	Hver nat eller næsten hver nat; Flere gange om ugen; Flere gange om måneden; Flere gange om året; Aldrig	
subquestion		Hvor tit har du svært ved at falde i søvn?			radio	a34b	sleep_falling	Hver nat eller næsten hver nat; Flere gange om ugen; Flere gange om måneden; Flere gange om året; Aldrig	
subquestion		Hvor tit vågner du for tidligt om morgenen?			radio	a34c	sleep_early	Hver nat eller næsten hver nat; Flere gange om ugen; Flere gange om måneden; Flere gange om året; Aldrig	
subquestion		Hvor tit vågner du flere gange om natten og har svært ved at falde i søvn igen?			radio	a34d	sleep_wake	Hver nat eller næsten hver nat; Flere gange om ugen; Flere gange om måneden; Flere gange om året; Aldrig	
question		De følgende to spørgsmål handler om <u>de sidste 4 uger</u>.			grid	a35	sleep_time		
subquestion		"Hvornår sover du normalt på hverdage? (angiv venligst præcist klokkeslæt, fx 22.40)"			number	a35a	sleep_time_falling	Klokken _____	time
subquestion		"Hvornår vågner du normalt om morgenen på hverdage? (angiv venligst præcist klokkeslæt, fx 07.15)"			number	a35b	sleep_time_wake	Klokken _____	time
question		"Her følger 5 spørgsmål, hvor du skal vurdere tilfredsheden med dit liv. Du bedes svare så ærligt som muligt."			grid	a36	satisfaction	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
subquestion		I de fleste henseender er mit liv tæt på mit ideal 			radio	a36a	satisfaction_ideal	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
subquestion		Jeg har fremragende betingelser for mit liv			radio	a36b	satisfaction_condition	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
subquestion		Jeg er tilfreds med mit liv			radio	a36c	satisfaction_satisfied	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
subquestion		"Indtil videre har jeg fået de ting, der er vigtige for mig i livet"			radio	a36d	satisfaction_gain	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
subquestion		"Hvis jeg kunne leve mit liv om igen, ville jeg stort set ikke ændre noget som helst"			radio	a36e	satisfaction_change	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
header		I det følgende er 10 udsagn som vedrører din selvfølelse. Du bedes svare så ærligt som muligt.				a37_h	selfesteem_h		
question		"Marker det mest passende for hvert af de 10 udsagn nedenfor, afhængig af om du er: Helt enig, Enig, Uenig eller Stærkt uenig."			grid	a37	selfesteem	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg er stort set tilfreds med mig selv			radio	a37a	selfesteem_satisfied	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Nogle gange synes jeg at jeg ikke er god til noget			radio	a37b	selfesteem_good	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg synes at jeg har flere gode kvaliteter			radio	a37c	selfesteem_qualities	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg er i stand til at gøre ting lige så godt som de fleste folk			radio	a37d	selfesteem_doing_things	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg føler at jeg ikke har meget at være stolt af			radio	a37e	selfesteem_proud	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Til tider føler jeg mig ubrugelig			radio	a37f	selfesteem_useless	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		"Jeg føler at jeg er en værdifuld person, i det mindste på samme niveau som andre"			radio	a37g	selfesteem_valuable	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg ville ønske at jeg havde mere respekt for mig selv			radio	a37h	selfesteem_respect	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Alt i alt er jeg tilbøjelig til at føle mig mislykket			radio	a37i	selfesteem_failure	Helt enig; Enig; Uenig; Stærkt uenig	
subquestion		Jeg har en positiv indstilling til mig selv			radio	a37j	selfesteem_positive	Helt enig; Enig; Uenig; Stærkt uenig	
question		"De næste spørgsmål drejer sig om dine følelser og tanker inden for <u>den sidste måned</u>. Ved hvert punkt skal du angive med et kryds, hvor ofte du har haft den pågældende følelse eller tanke."			grid	a39	stress	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned er du blevet oprevet over noget, der skete uventet?"			radio	a39a	stress_upset	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du følt, at du var ude af stand til at kontrollere de betydningsfulde ting i dit liv?"			radio	a39b	stress_important	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		Hvor ofte inden for den sidste måned har du følt dig nervøs og “stresset”?			radio	a39c	stress_stress	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		Hvor ofte inden for den sidste måned har du følt dig sikker på dine evner til at klare dine personlige problemer?			radio	a39d	stress_coping	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du følt, at tingene gik som du ønskede det?"			radio	a39e	stress_wish	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du oplevet, at du ikke kunne overkomme alt det du skulle?"			radio	a39f	stress_overcome	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du været i stand til at håndtere ting, som irriterer dig?"			radio	a39g	stress_irritate	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du følt, at du havde styr på tingene?"			radio	a39h	stress_control	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned er du blevet vred over ting, du ikke havde indflydelse på?"			radio	a39i	stress_angry	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
subquestion		"Hvor ofte inden for den sidste måned har du følt, at vanskelighederne hobede sig så meget op, at du ikke kunne klare dem?"			radio	a39j	stress_difficulties	Aldrig; Næsten aldrig; Ind imellem; Ret ofte; Meget ofte	
header		De følgende spørgsmål handler om hvordan du har haft det gennem <u> de sidste to uger</u>.				a40_h	mdi_h		
question		Hvor stor en del af tiden..?			grid	a40	mdi	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		"Har du følt dig trist til mode, ked af det?"			radio	a40a	mdi_depressed	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du manglet interesse for dine daglige gøremål?			radio	a40b	mdi_interest	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du følt at du manglede energi og kræfter?			radio	a40c	mdi_energy	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du haft mindre selvtillid?			radio	a40d	mdi_confidence	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du haft dårlig samvittighed elelr skyldfølelese?			radio	a40e	mdi_guilty	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		"Har du følt, at livet ikke var værd at leve?"			radio	a40f	mdi_life	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		"Har du haft besvær med at koncentrere dig, f.eks. At læse avis eller følge med i fjernsyn?"			radio	a40g	mdi_koncentration	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du følt dig rastløs?			radio	a40h	mdi_restless	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du følt dig mere stille?			radio	a40i	mdi_quiet	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du haft besvær med at sove om natten? 			radio	a40j	mdi_sleep	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du haft nedsat appetit?			radio	a40k	mdi_low_appetite	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
subquestion		Har du haft øget appetit?			radio	a40l	mdi_high_appetite	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
header		"Følgende kommer nogle ord, som du skal vurdere, hvordan passer på dig."				a41_h	panas_h	Hele tiden; Det meste af tiden; Lidt over halvdelen af tiden;Lidt under halvdelen af tiden; Lidt af tiden; På intet tidspunkt	
question		"Når du tænker på dig selv og hvordan du normalt føler, i hvilken grad følger du dig generelt:"			grid	a41	panas	aldrig 1; 2; 3; 4 altid	
subquestion		oprevet			radio	a41a	panas_upset	aldrig 1; 2; 3; 4 altid	
subquestion		fjendtlig			radio	a41b	panas_hostile	aldrig 1; 2; 3; 4 altid	
subquestion		opmærksom			radio	a41c	panas_attention	aldrig 1; 2; 3; 4 altid	
subquestion		flov			radio	a41d	panas_embarrased	aldrig 1; 2; 3; 4 altid	
subquestion		inspireret			radio	a41e	panas_inspired	aldrig 1; 2; 3; 4 altid	
subquestion		nervøs			radio	a41f	panas_nervous	aldrig 1; 2; 3; 4 altid	
subquestion		målbevidst 			radio	a41g	panas_goal	aldrig 1; 2; 3; 4 altid	
subquestion		nærværende			radio	a41h	panas_present	aldrig 1; 2; 3; 4 altid	
subquestion		bange			radio	a41i	panas_afraid	aldrig 1; 2; 3; 4 altid	
subquestion		aktiv			radio	a41j	panas_active	aldrig 1; 2; 3; 4 altid	
header		"Tænk tilbage på de <u>sidste 30 dage</u> og besvar følgende spørgsmål, mens du tænker på hvor svært du havde ved at udføre følgende aktiviteter. "				a42_h	function_h		
question		"I løbet af de sidste 30 dage, hvor svært har du haft ved:"			grid	a42	function	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		At koncentrere dig om at lave noget i ti minutter?			radio	a42a	function_koncentration	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		At være alene i et par dage?			radio	a42b	function_alone	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		At have med mennesker at gøre som du ikke kender?			radio	a42c	function_human	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		At få nye venner?			radio	a42d	function_freinds	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		At varetage dine praktiske pligter i hjemmet?			radio	a42e	function_duties	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		Dit daglige arbejde eller din skolegang/uddannelse?			radio	a42f	function_education	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		Hvor stort et problem har du haft ved at deltage i aktiviteter i dit lokalområde (for eksempel festlige sammenkomster eller andre aktiviteter) på lige fod med andre?  			radio	a42g	function_area	Slet ikke; Lidt; Noget; Meget; Virkelig meget/kan ikke	
subquestion		"I løbet af de sidste 30 dage, hvor mange dage har du været helt ude af stand til, at udføre dine sædvanlige aktiviteter eller dit arbejde på grund af dit helbred?"			number	a42h	function_activity	Angiv antallet af dage _____	30
header		De følgende spørgsmål handler om dine holdninger til politik og samfundet.				a43_h	politic_h		
question		"Kommunalpolitik[ken i min kommune] er undertiden så kompliceret, at en person som mig ikke forstår, hvad der foregår"			radio	a44	politic_local	Helt enig; Delvist enig; Hverken enig eller uenig; Delvist uenig; Helt uenig	
question		"Jeg har en nogenlunde forståelse af de vigtigste politiske spørgsmål, som vedrører min kommune"			radio	a45	politic_issue	Helt enig; Delvist enig; Hverken enig eller uenig; Delvist uenig; Helt uenig	
question		"Jeg vil nu bede dig om at svare på en skala fra 1 til 5.  Nogle mennesker synes, at det offentlige skal gøre alt, hvad det kan, for at hæve levestandarden for fattige danskere; de svarer til 1 på skalaen. Andre mennesker mener, at det ikke er det offentliges ansvar, og at den enkelte skal klare sig selv; de svarer til 5 på skalaen. Hvor vil du placere dig selv?"			scale	a46	politic_poverty	1; 2; 3; 4; 5	
question		"Nogle mennesker mener, at det kræver hårdt arbejde at klare sig godt. Andre mener, at det mest er et spørgsmål om held, eller at hjælp fra andre er vigtigt. Hvad, mener du, er vigtigst? "			radio	a47	politic_do_well	"Hårdt arbejde; Held og hjælp; Lige vigtigt"	
header		I det følgende kommer 18 spørgsmål som vedrører hvordan du opfatter dig selv og andre. Du bedes svare så ærligt som muligt.				a48_h	narcissism_h		
question		"Anfør venligst, hvilke af følgende udsagn som passer til dig. Du skal svare på en skala på seks trin (fra 1 = ""Passer slet ikke"" til 6 = ""Passer fuldstændigt"")."			grid	a48	narcissism	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg er fantastisk.			radio	a48a	narcissism_fantastic	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg vil engang blive berømt			radio	a48b	narcissism_famous	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg viser andre hvor speciel en person jeg er			radio	a48c	narcissism_special	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		"Jeg bliver irriteret, når andre tager scenen fra mig"			radio	a48d	narcissism_irritation	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg nyder meget mine succeser.			radio	a48e	narcissism_sucess	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		"Jeg nyder for mig selv, når mine modstandere mislykkes"			radio	a48f	narcissism_opponents	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		I samtaler formår jeg det meste af tiden at tiltrække andres opmærksomhed til mig.			radio	a48g	narcissism_attention	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg fortjener at blive betragtet som en stor personlighed			radio	a48h	narcissism_personality	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		"Jeg ønsker, at mine konkurrenter mislykkes."			radio	a48i	narcissism_competitor	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg nyder når andre mennesker er ringere end mig			radio	a48j	narcissism_people	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		"Jeg bliver ofte irriteret, når jeg bliver kritiseret."			radio	a48k	narcissism_critisism	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		"Jeg har det skidt med, når andre er i centrum for begivenhederne."			radio	a48l	narcissism_centre	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		De fleste mennesker vil ikke opnå noget.			radio	a48m	narcissism_gain	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Andre mennesker er ikke noget værd.			radio	a48n	narcissism_worth	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Det giver mig stor styrke at være en helt særlig person			radio	a48o	narcissism_strength	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg formår at være midtpunkt for opmærksomhed med mine fremragende bidrag.			radio	a48p	narcissism_excellent	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		De fleste mennesker er nogle tabere.			radio	a48q	narcissism_looser	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
subquestion		Jeg er for det meste aldeles behændig i omgangen med andre			radio	a48r	narcissism_slick	Passer slet ikke 1; 2; 3; 4; 5; 6 Passer fuldstændigt	
question		Spiller du online rollespil (MMO's; f.eks. World of Warcraft)?” 			scale	a49	online_roleplay	"Aldrig, 1-7 timer om ugen, 7-14 timer om ugen, 14-21 timer om ugen, 21-28 timer om ugen, over 28 timer om ugen."	
question		"Jeg tror på noget åndeligt/spirituelt/guddommeligt, som har betydning for mig:"			scale	a50	religion	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
question		I forhold til andre har jeg et attraktivt udseende: 			scale	a51	selfrated_appearance	Meget uenig; Uenig; Hverken enig eller uenig; Enig; Meget enig	
question		Du er nu færdig med at besvare spørgeskemaet. Mange tak for din hjælp. Må vi have lov til at kontakte dig på et senere tidspunkt i forbindelse med din besvarelse af spørgeskemaet?			radio	a52	later_contact	Ja; Nej	
question		"Har du nogle kommentarer, ris eller ros til spørgeskemaet, så skriv venligst her:"			textarea	a52	comments		
